college_id,college_name,college_full_name,city,state,ownership,nirf_rank,college_type,accreditation,website,contact_email,contact_phone,established_year,campus_size_acres,total_seats,hostel_available,girls_hostel,boys_hostel,sports_facilities,library,placement_cell,international_tie_ups,stream,course,course_specialization,degree_type,duration_years,entrance_exam,cutoff_type,cutoff_value_general,cutoff_value_obc,cutoff_value_sc,cutoff_value_st,cutoff_value_pwd,min_12th_percent_general,min_12th_percent_obc,min_12th_percent_sc,min_12th_percent_st,subjects_required_12th,lateral_entry_available,fees_annual_inr,fees_total_inr,scholarship_available,scholarship_details,placement_avg_lpa,placement_highest_lpa,top_recruiters,course_seats,reservation_general_percent,reservation_obc_percent,reservation_sc_percent,reservation_st_percent,reservation_pwd_percent,reservation_ews_percent,application_mode,application_start_date,application_end_date,counselling_date,admission_date,document_checklist,admission_steps,eligibility,capitation_fee,management_quota_available,nri_quota_available,foreign_national_quota,news_updates,tier
258,"Ramco Institute of Technology, Rajapalayam","Ramco Institute of Technology, Rajapalayam",Chennai,Tamil Nadu,Private,185,Engineering,NAAC B+,https://www.ramcoinstituteoftech.ac.in,admissions@ramcoinstituteo.ac.in,044-48339154,1963,564,1436,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Computer Science and Business Systems,UG,4,Class 12,JEE Rank / Marks,69113,80161,259448,265197,347453,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,74540,298160,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,5.0,11 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",107,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at Ramco Institute of Technology, Rajapalayam",3
259,"RVS College of Engineering and Technology, Coimbatore","RVS College of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,Private,344,Engineering,NAAC A,https://www.rvscollegeofengineer.ac.in,admissions@rvscollegeofeng.ac.in,044-28838499,1971,597,1455,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,55184,40737,257787,238112,337070,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,122338,489352,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,5.1,17 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",47,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at RVS College of Engineering and Technology, Coimbatore",3
260,SIET,"Sri Shakthi Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,Private,373,Engineering,NAAC B,https://www.siet.ac.in,admissions@siet.ac.in,044-33880304,1973,194,2428,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Information Technology,UG,4,Class 12,JEE Rank / Marks,20759,123350,148019,217133,339823,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,400000,1600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.3,8 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",90,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"The last date to apply for the TANCET 2026 examination is April 10, 2026. | The highest package offered for the year 2026 is Rs 33 lakhs at SSIET Coimbatore.",3
261,SIET,"Sri Shakthi Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,Private,373,Engineering,NAAC B,https://www.siet.ac.in,admissions@siet.ac.in,044-42277980,1973,145,479,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,Class 12,JEE Rank / Marks,41052,33746,230810,321542,185198,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,400000,1600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.3,8 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",34,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"The last date to apply for the TANCET 2026 examination is April 10, 2026. | The highest package offered for the year 2026 is Rs 33 lakhs at SSIET Coimbatore.",3
262,SIET,"Sri Shakthi Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,Private,373,Engineering,NAAC B,https://www.siet.ac.in,admissions@siet.ac.in,044-47975677,1973,246,1976,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Machine Learning,UG,4,Class 12,JEE Rank / Marks,60425,139481,189676,357346,223559,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,400000,1600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.3,8 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",51,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"The last date to apply for the TANCET 2026 examination is April 10, 2026. | The highest package offered for the year 2026 is Rs 33 lakhs at SSIET Coimbatore.",3
263,SIET,"Sri Shakthi Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,Private,373,Engineering,NAAC B,https://www.siet.ac.in,admissions@siet.ac.in,044-29413068,1973,376,2126,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Biotechnology,UG,4,Class 12,JEE Rank / Marks,36676,47095,180366,290821,294405,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,400000,1600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.3,8 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",117,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,Yes,Yes,No,No,"The last date to apply for the TANCET 2026 examination is April 10, 2026. | The highest package offered for the year 2026 is Rs 33 lakhs at SSIET Coimbatore.",3
264,SIET,"Sri Shakthi Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,Private,373,Engineering,NAAC B,https://www.siet.ac.in,admissions@siet.ac.in,044-20430060,1973,656,2177,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Food Technology,UG,4,Class 12,JEE Rank / Marks,75044,83818,89908,360012,127144,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,400000,1600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.3,8 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",97,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"The last date to apply for the TANCET 2026 examination is April 10, 2026. | The highest package offered for the year 2026 is Rs 33 lakhs at SSIET Coimbatore.",3
265,"SRM Valliammai Engineering College, Kancheepuram","SRM Valliammai Engineering College, Kancheepuram",Kancheepuram,Tamil Nadu,Deemed,350,Engineering,NAAC A,https://www.srmvalliammaienginee.ac.in,admissions@srmvalliammaien.ac.in,044-35634570,1974,253,1501,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,25195,46394,48944,169966,182085,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.7,15 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",59,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmvalliammaienginee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at SRM Valliammai Engineering College, Kancheepuram",3
266,"SRM Valliammai Engineering College, Kancheepuram","SRM Valliammai Engineering College, Kancheepuram",Kancheepuram,Tamil Nadu,Deemed,350,Engineering,NAAC A,https://www.srmvalliammaienginee.ac.in,admissions@srmvalliammaien.ac.in,044-39566882,1974,736,1309,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,10647,60808,73810,100555,112150,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.7,15 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",69,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmvalliammaienginee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,No,No,"Admissions open for 2026-27 batch at SRM Valliammai Engineering College, Kancheepuram",3
267,"SRM Valliammai Engineering College, Kancheepuram","SRM Valliammai Engineering College, Kancheepuram",Kancheepuram,Tamil Nadu,Deemed,350,Engineering,NAAC A,https://www.srmvalliammaienginee.ac.in,admissions@srmvalliammaien.ac.in,044-28371360,1974,251,2064,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Agriculture Engineering,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,6580,60640,112037,98838,63675,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,3.7,15 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",73,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmvalliammaienginee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at SRM Valliammai Engineering College, Kancheepuram",3
268,AUBIT,"University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,Government,12,Engineering,NAAC A+,https://www.annauniv.edu,admissions@aubit.ac.in,044-42614356,1978,646,2260,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Pharmaceuticals Engineering,UG,4,TNEA,TNEA Rank,3538,5809,20470,12790,22683,60,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,114999,459996,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,15.7,67 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",87,50,27,15,7.5,3,10,Online via TNEA Portal (tneaonline.org),2026-03-01,2026-05-31,2026-06-20,2026-07-15,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at tneaonline.org; 2. Fill TNEA application; 3. Upload required documents; 4. Pay application fee; 5. Verify application; 6. Attend web counselling; 7. Choose college and branch; 8. Pay tuition fee; 9. Report to allotted college,Passed 12th Std with PCM. Min 60% marks. Valid TNEA score required. Age limit: Max 25 years.,No,No,Yes,Yes,Admissions open for 2026-27 batch at AUBIT,1
269,AUBIT,"University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,Government,12,Engineering,NAAC A+,https://www.annauniv.edu,admissions@aubit.ac.in,044-46108843,1978,313,2306,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Petrochemical Technology,UG,4,TNEA,TNEA Rank,5569,9238,10708,29421,29335,60,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,114999,459996,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,15.7,67 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",68,50,27,15,7.5,3,10,Online via TNEA Portal (tneaonline.org),2026-03-01,2026-05-31,2026-06-20,2026-07-15,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at tneaonline.org; 2. Fill TNEA application; 3. Upload required documents; 4. Pay application fee; 5. Verify application; 6. Attend web counselling; 7. Choose college and branch; 8. Pay tuition fee; 9. Report to allotted college,Passed 12th Std with PCM. Min 60% marks. Valid TNEA score required. Age limit: Max 25 years.,No,No,Yes,Yes,Admissions open for 2026-27 batch at AUBIT,1
270,AUBIT,"University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,Government,12,Engineering,NAAC A+,https://www.annauniv.edu,admissions@aubit.ac.in,044-37633059,1978,392,727,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,TNEA,TNEA Rank,5259,8325,20641,14577,28640,60,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,114999,459996,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,15.7,67 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",90,50,27,15,7.5,3,10,Online via TNEA Portal (tneaonline.org),2026-03-01,2026-05-31,2026-06-20,2026-07-15,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at tneaonline.org; 2. Fill TNEA application; 3. Upload required documents; 4. Pay application fee; 5. Verify application; 6. Attend web counselling; 7. Choose college and branch; 8. Pay tuition fee; 9. Report to allotted college,Passed 12th Std with PCM. Min 60% marks. Valid TNEA score required. Age limit: Max 25 years.,No,No,Yes,Yes,Admissions open for 2026-27 batch at AUBIT,1
271,AUBIT,"University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,Government,12,Engineering,NAAC A+,https://www.annauniv.edu,admissions@aubit.ac.in,044-22242190,1978,688,1629,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Biotechnology,UG,4,TNEA,TNEA Rank,3767,11093,18535,12048,37700,60,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,114999,459996,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,15.7,67 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",99,50,27,15,7.5,3,10,Online via TNEA Portal (tneaonline.org),2026-03-01,2026-05-31,2026-06-20,2026-07-15,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at tneaonline.org; 2. Fill TNEA application; 3. Upload required documents; 4. Pay application fee; 5. Verify application; 6. Attend web counselling; 7. Choose college and branch; 8. Pay tuition fee; 9. Report to allotted college,Passed 12th Std with PCM. Min 60% marks. Valid TNEA score required. Age limit: Max 25 years.,No,No,Yes,Yes,Admissions open for 2026-27 batch at AUBIT,1
272,UCEN Nagercoil,"University College of Engineering, Nagercoil",Kanyakumari,Tamil Nadu,Government,167,Engineering,NAAC B+,https://www.ucennagercoil.ac.in,admissions@ucennagercoil.ac.in,044-47919669,1998,197,1310,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Information Technology,UG,4,TNEA,TNEA Rank,35477,37625,131590,164745,178728,60,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,41484,165936,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,5.0,8 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",78,50,27,15,7.5,3,10,Online via TNEA Portal (tneaonline.org),2026-03-01,2026-05-31,2026-06-20,2026-07-15,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at tneaonline.org; 2. Fill TNEA application; 3. Upload required documents; 4. Pay application fee; 5. Verify application; 6. Attend web counselling; 7. Choose college and branch; 8. Pay tuition fee; 9. Report to allotted college,Passed 12th Std with PCM. Min 60% marks. Valid TNEA score required. Age limit: Max 25 years.,No,No,No,No,Admissions open for 2026-27 batch at UCEN Nagercoil,3
273,VCET Erode,"Velalar College of Engineering and Technology, Erode",Erode,Tamil Nadu,Private,253,Engineering,NAAC B,https://www.vceterode.ac.in,admissions@vceterode.ac.in,044-20243710,1977,62,1016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,75664,101831,271331,390524,360396,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.6,18 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",115,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at VCET Erode,3
274,VCET Erode,"Velalar College of Engineering and Technology, Erode",Erode,Tamil Nadu,Private,253,Engineering,NAAC B,https://www.vceterode.ac.in,admissions@vceterode.ac.in,044-20855081,1977,345,2162,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,TNEA; TANCET,TNEA Rank,41297,103233,140472,309850,140677,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.6,18 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",72,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at VCET Erode,3
275,VCET Erode,"Velalar College of Engineering and Technology, Erode",Erode,Tamil Nadu,Private,253,Engineering,NAAC B,https://www.vceterode.ac.in,admissions@vceterode.ac.in,044-39565370,1977,789,1854,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Machine Learning,UG,4,TNEA; TANCET,TNEA Rank,6566,88410,236136,373490,312666,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,200000,800000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.6,18 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",97,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at VCET Erode,3
276,VCET Madurai,"Velammal College of Engineering and Technology, Madurai",Madurai,Tamil Nadu,Private,165,Engineering,NAAC B,https://www.vcetmadurai.ac.in,admissions@vcetmadurai.ac.in,044-44185686,1969,601,1447,No,No,No,No,Yes,Yes,No,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,8983,67606,267917,295132,398679,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,115910,463640,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.5,15 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",70,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at VCET Madurai,3
277,VCET Madurai,"Velammal College of Engineering and Technology, Madurai",Madurai,Tamil Nadu,Private,165,Engineering,NAAC B,https://www.vcetmadurai.ac.in,admissions@vcetmadurai.ac.in,044-37383381,1969,123,1832,No,No,No,No,Yes,Yes,No,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,TNEA; TANCET,TNEA Rank,47401,80301,214091,262011,209027,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,115910,463640,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.5,15 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",46,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at VCET Madurai,3
